slug,is_pass
maximum-genetic-difference-query,0
number-of-visible-people-in-a-queue,1
delete-duplicate-folders-in-system,0
count-number-of-special-subsequences,1
maximum-product-of-the-length-of-two-palindromic-substrings,0
find-the-longest-valid-obstacle-course-at-each-position,0
last-day-where-you-can-still-cross,0
number-of-ways-to-separate-numbers,0
find-array-given-subset-sums,0
number-of-unique-good-subsequences,0
the-number-of-good-subsets,0
gcd-sort-of-an-array,1
smallest-missing-genetic-value-in-each-subtree,0
minimum-number-of-operations-to-make-array-continuous,0
longest-subsequence-repeated-k-times,0
the-score-of-students-solving-math-expression,0
maximum-number-of-ways-to-partition-an-array,0
smallest-k-length-subsequence-with-occurrences-of-a-letter,0
partition-array-into-two-arrays-to-minimize-sum-difference,0
kth-smallest-product-of-two-sorted-arrays,0
second-minimum-time-to-reach-destination,0
parallel-courses-iii,0
number-of-valid-move-combinations-on-chessboard,0
check-if-an-original-string-exists-given-two-encoded-strings,0
maximum-path-quality-of-a-graph,0
maximum-number-of-tasks-you-can-assign,0
process-restricted-friend-requests,0
sum-of-k-mirror-numbers,1
count-fertile-pyramids-in-a-land,0
find-all-people-with-secret,0
valid-arrangement-of-pairs,0
sequentially-ordinal-rank-tracker,0
maximum-fruits-harvested-after-at-most-k-steps,0
minimum-operations-to-make-the-array-k-increasing,0
abbreviating-the-product-of-a-range,1
word-search-ii,1
recover-the-original-array,0
maximum-employees-to-be-invited-to-a-meeting,0
stamping-the-grid,0
earliest-possible-day-of-full-bloom,0
shortest-palindrome,1
maximum-running-time-of-n-computers,0
number-of-ways-to-divide-a-long-corridor,0
maximum-good-people-based-on-statements,0
find-substring-with-given-hash-value,0
groups-of-strings,0
minimum-difference-in-sums-after-removal-of-elements,0
minimum-time-to-remove-all-cars-containing-illegal-goods,0
maximum-and-sum-of-array,0
count-good-triplets-in-an-array,0
the-skyline-problem,1
count-array-pairs-divisible-by-k,0
minimum-time-to-finish-the-race,0
minimum-number-of-moves-to-make-palindrome,1
replace-non-coprime-numbers-in-array,1
contains-duplicate-iii,1
minimum-weighted-subgraph-with-the-required-paths,0
minimum-white-tiles-after-covering-with-carpets,0
longest-substring-of-one-repeating-character,0
maximum-value-of-k-coins-from-piles,0
sum-of-scores-of-built-strings,0
encrypt-and-decrypt-strings,1
maximum-total-beauty-of-the-gardens,0
basic-calculator,0
maximum-score-of-a-node-sequence,0
longest-path-with-different-adjacent-characters,0
number-of-flowers-in-full-bloom,0
escape-the-spreading-fire,0
total-appeal-of-a-string,1
check-if-there-is-a-valid-parentheses-string-path,0
substring-with-largest-variance,1
count-integers-in-intervals,1
sum-of-total-strength-of-wizards,0
booking-concert-tickets-in-groups,1
minimum-obstacle-removal-to-reach-corner,0
design-a-text-editor,0
match-substring-after-replacement,0
count-subarrays-with-score-less-than-k,0
naming-a-company,0
selling-pieces-of-wood,0
number-of-distinct-roll-sequences,0
maximum-score-of-spliced-array,0
minimum-score-after-removals-on-a-tree,0
number-of-increasing-paths-in-a-grid,0
number-of-digit-one,1
subarray-with-elements-greater-than-varying-threshold,0
count-the-number-of-ideal-arrays,0
minimum-deletions-to-make-array-divisible,0
shortest-impossible-sequence-of-rolls,0
number-of-excellent-pairs,0
longest-cycle-in-a-graph,0
minimum-replacements-to-sort-the-array,0
count-special-integers,1
maximum-segment-sum-after-removals,0
find-the-k-sum-of-an-array,0
sliding-window-maximum,1
build-a-matrix-with-conditions,0
maximum-number-of-robots-within-budget,1
meeting-rooms-iii,0
longest-increasing-subsequence-ii,0
minimum-money-required-before-transactions,0
sum-of-prefix-scores-of-strings,1
number-of-good-paths,0
number-of-pairs-satisfying-inequality,1
maximum-deletions-on-a-string,0
paths-in-matrix-whose-sum-is-divisible-by-k,0
create-components-with-same-value,0
count-subarrays-with-fixed-bounds,0
minimum-cost-to-make-array-equal,0
minimum-number-of-operations-to-make-arrays-similar,0
next-greater-element-iv,0
height-of-binary-tree-after-subtree-removal-queries,0
minimum-total-distance-traveled,0
split-message-based-on-limit,0
maximum-number-of-non-overlapping-palindrome-substrings,0
number-of-beautiful-partitions,0
count-palindromic-subsequences,0
count-subarrays-with-median-k,0
divide-nodes-into-the-maximum-number-of-groups,0
minimum-total-cost-to-make-arrays-unequal,0
maximum-number-of-points-from-grid-queries,0
add-edges-to-make-degrees-of-all-nodes-even,0
cycle-length-queries-in-a-tree,0
count-anagrams,0
number-of-great-partitions,0
maximize-the-minimum-powered-city,0
time-to-cross-a-bridge,0
difference-between-maximum-and-minimum-price-sum,0
check-if-point-is-reachable,0
minimum-cost-to-split-an-array,0
put-marbles-in-bags,0
count-increasing-quadruplets,1
rearranging-fruits,0
subsequence-with-the-minimum-score,0
handling-sum-queries-after-update,0
find-the-string-with-lcp,0
minimum-time-to-visit-a-cell-in-a-grid,1
count-number-of-possible-root-nodes,0
split-the-array-to-make-coprime-products,0
number-of-ways-to-earn-points,0
minimum-time-to-complete-all-tasks,0
collect-coins-in-a-tree,0
shortest-cycle-in-a-graph,0
minimum-reverse-operations,0
minimum-number-of-visited-cells-in-a-grid,0
integer-to-english-words,1
expression-add-operators,1
find-median-from-data-stream,0
serialize-and-deserialize-binary-tree,1
remove-invalid-parentheses,1
burst-balloons,1
count-of-smaller-numbers-after-self,1
create-maximum-number,1
count-of-range-sum,0
longest-increasing-path-in-a-matrix,1
patching-array,1
reconstruct-itinerary,0
self-crossing,0
palindrome-pairs,0
data-stream-as-disjoint-intervals,0
russian-doll-envelopes,1
max-sum-of-rectangle-no-larger-than-k,1
insert-delete-getrandom-o1-duplicates-allowed,1
perfect-rectangle,0
frog-jump,1
trapping-rain-water-ii,1
split-array-largest-sum,1
strong-password-checker,0
all-oone-data-structure,0
k-th-smallest-in-lexicographical-order,1
arithmetic-slices-ii-subsequence,1
poor-pigs,0
lfu-cache,0
count-the-repetitions,1
concatenated-words,0
largest-palindrome-product,1
sliding-window-median,0
smallest-good-base,0
zuma-game,0
reverse-pairs,1
ipo,1
freedom-trail,1
super-washing-machines,1
remove-boxes,1
student-attendance-record-ii,0
find-the-closest-palindrome,1
erect-the-fence,0
tag-validator,1
non-negative-integers-without-consecutive-ones,1
k-inverse-pairs-array,1
course-schedule-iii,1
smallest-range-covering-elements-from-k-lists,1
decode-ways-ii,0
strange-printer,1
kth-smallest-number-in-multiplication-table,1
cut-off-trees-for-golf-event,1
24-game,0
redundant-connection-ii,1
maximum-sum-of-3-non-overlapping-subarrays,0
stickers-to-spell-word,0
falling-squares,0
random-pick-with-blacklist,0
range-module,1
find-k-th-smallest-pair-distance,1
number-of-atoms,0
count-different-palindromic-subsequences,1
my-calendar-iii,1
parse-lisp-expression,0
cherry-pickup,1
prefix-and-suffix-search,1
contain-virus,0
cracking-the-safe,0
set-intersection-size-at-least-two,0
special-binary-string,1
couples-holding-hands,0
max-chunks-to-make-sorted-ii,1
basic-calculator-iv,0
sliding-puzzle,0
swim-in-rising-water,0
reaching-points,1
transform-to-chessboard,1
preimage-size-of-factorial-zeroes-function,1
smallest-rotation-with-highest-score,1
minimum-swaps-to-make-sequences-increasing,1
bricks-falling-when-hit,0
split-array-with-same-average,1
chalkboard-xor-game,0
bus-routes,0
race-car,1
making-a-large-island,0
count-unique-characters-of-all-substrings-of-a-given-string,1
consecutive-numbers-sum,1
sum-of-distances-in-tree,0
similar-string-groups,1
guess-the-word,1
shortest-path-visiting-all-nodes,0
rectangle-area-ii,0
k-similar-strings,0
minimum-cost-to-hire-k-workers,1
shortest-subarray-with-sum-at-least-k,1
shortest-path-to-get-all-keys,0
minimum-number-of-refueling-stops,1
nth-magical-number,1
profitable-schemes,0
reachable-nodes-in-subdivided-graph,0
super-egg-drop,1
sum-of-subsequence-widths,1
maximum-frequency-stack,1
orderly-queue,1
numbers-at-most-n-given-digit-set,0
valid-permutations-for-di-sequence,0
super-palindromes,1
cat-and-mouse,0
number-of-music-playlists,1
minimize-malware-spread,0
three-equal-parts,1
minimize-malware-spread-ii,0
stamping-the-sequence,0
distinct-subsequences-ii,1
find-the-shortest-superstring,0
largest-component-size-by-common-factor,0
tallest-billboard,0
delete-columns-to-make-sorted-iii,0
least-operators-to-express-number,0
binary-tree-cameras,1
equal-rational-numbers,0
odd-even-jump,1
unique-paths-iii,0
triples-with-bitwise-and-equal-to-zero,0
vertical-order-traversal-of-a-binary-tree,0
subarrays-with-k-different-integers,0
minimum-number-of-k-consecutive-bit-flips,1
number-of-squareful-arrays,0
